date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,minus_2_strike,minus_1_strike,atm_strike,plus_1_strike,plus_2_strike,plus_3_strike,minus_2_call_ticker,minus_1_call_ticker,atm_call_ticker,plus_1_call_ticker,plus_2_call_ticker,plus_3_call_ticker,minus_2_call_open,minus_1_call_open,atm_call_open,plus_1_call_open,plus_2_call_open,plus_3_call_open,minus_2_call_high,minus_1_call_high,atm_call_high,plus_1_call_high,plus_2_call_high,plus_3_call_high,minus_2_call_low,minus_1_call_low,atm_call_low,plus_1_call_low,plus_2_call_low,plus_3_call_low,minus_2_call_close,minus_1_call_close,atm_call_close,plus_1_call_close,plus_2_call_close,plus_3_call_close,minus_2_call_volume,minus_1_call_volume,atm_call_volume,plus_1_call_volume,plus_2_call_volume,plus_3_call_volume,minus_2_call_vwap,minus_1_call_vwap,atm_call_vwap,plus_1_call_vwap,plus_2_call_vwap,plus_3_call_vwap,minus_2_put_ticker,minus_1_put_ticker,atm_put_ticker,plus_1_put_ticker,plus_2_put_ticker,plus_3_put_ticker,minus_2_put_open,minus_1_put_open,atm_put_open,plus_1_put_open,plus_2_put_open,plus_3_put_open,minus_2_put_high,minus_1_put_high,atm_put_high,plus_1_put_high,plus_2_put_high,plus_3_put_high,minus_2_put_low,minus_1_put_low,atm_put_low,plus_1_put_low,plus_2_put_low,plus_3_put_low,minus_2_put_close,minus_1_put_close,atm_put_close,plus_1_put_close,plus_2_put_close,plus_3_put_close,minus_2_put_volume,minus_1_put_volume,atm_put_volume,plus_1_put_volume,plus_2_put_volume,plus_3_put_volume,minus_2_put_vwap,minus_1_put_vwap,atm_put_vwap,plus_1_put_vwap,plus_2_put_vwap,plus_3_put_vwap
2025-02-07,606.89,608.13,600.05,600.77,606.32,50750516.0,2025-02-07,604,605,606,607,608,609,O:SPY250207C00604000,O:SPY250207C00605000,O:SPY250207C00606000,O:SPY250207C00607000,O:SPY250207C00608000,O:SPY250207C00609000,3.39,2.6,1.9,1.37,0.89,0.54,4.36,3.52,2.73,1.99,1.34,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,314539,318183,250722,224764,291423,200638,0.8591,0.7604,0.6517,0.6069,0.4562,0.258,O:SPY250207P00604000,O:SPY250207P00605000,O:SPY250207P00606000,O:SPY250207P00607000,O:SPY250207P00608000,O:SPY250207P00609000,0.53,0.78,1.1,1.5,2.04,2.83,3.99,5.07,5.83,6.78,7.64,9.05,0.29,0.42,0.61,0.88,1.23,1.7,3.0,4.0,5.05,5.94,7.07,7.43,167126,162489,87937,96407,30041,7643,1.306,1.5879,1.7036,1.6832,2.2347,3.6579
2025-02-10,604.03,605.4999,602.74,604.85,600.77,26045714.0,2025-02-10,599,600,601,602,603,604,O:SPY250210C00599000,O:SPY250210C00600000,O:SPY250210C00601000,O:SPY250210C00602000,O:SPY250210C00603000,O:SPY250210C00604000,5.24,4.3,3.51,2.75,1.95,1.35,6.48,5.49,4.5,3.55,2.66,1.86,4.17,3.35,2.56,1.75,1.07,0.34,5.58,4.33,3.43,2.34,1.37,0.38,3019,6283,10663,25393,108793,375623,5.3157,4.3559,3.381,2.5088,1.6744,1.0702,O:SPY250210P00599000,O:SPY250210P00600000,O:SPY250210P00601000,O:SPY250210P00602000,O:SPY250210P00603000,O:SPY250210P00604000,0.24,0.35,0.51,0.7,0.94,1.31,0.42,0.59,1.0,1.15,1.58,2.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,62560,223615,137539,283786,364920,498911,0.1496,0.1636,0.2846,0.3821,0.5012,0.6049
2025-02-11,602.55,605.86,602.43,605.31,604.85,30056740.0,2025-02-11,603,604,605,606,607,608,O:SPY250211C00603000,O:SPY250211C00604000,O:SPY250211C00605000,O:SPY250211C00606000,O:SPY250211C00607000,O:SPY250211C00608000,1.23,0.8,0.47,0.26,0.12,0.06,2.85,1.93,1.04,0.52,0.22,0.1,0.99,0.45,0.1,0.01,0.01,0.01,2.2,1.18,0.22,0.01,0.01,0.01,118392,383611,486409,323509,142138,83101,1.602,0.9663,0.5171,0.1928,0.0797,0.0394,O:SPY250211P00603000,O:SPY250211P00604000,O:SPY250211P00605000,O:SPY250211P00606000,O:SPY250211P00607000,O:SPY250211P00608000,1.66,2.19,2.89,3.66,4.5,5.48,1.7,2.26,2.93,3.75,4.5,5.48,0.01,0.01,0.03,0.56,1.29,2.16,0.01,0.01,0.03,0.78,1.8,2.75,375967,418070,292912,62907,13753,3706,0.5372,0.5841,0.7493,1.2535,2.4403,3.4356
2025-02-12,599.2,604.55,598.51,603.36,605.31,45076076.0,2025-02-12,603,604,605,606,607,608,O:SPY250212C00603000,O:SPY250212C00604000,O:SPY250212C00605000,O:SPY250212C00606000,O:SPY250212C00607000,O:SPY250212C00608000,0.42,0.22,0.13,0.06,0.04,0.03,1.82,1.09,0.54,0.23,0.09,0.06,0.12,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,483179,453168,331391,158055,75226,33718,0.7093,0.4007,0.1751,0.0715,0.0447,0.0241,O:SPY250212P00603000,O:SPY250212P00604000,O:SPY250212P00605000,O:SPY250212P00606000,O:SPY250212P00607000,O:SPY250212P00608000,4.16,5.08,5.84,6.9,7.82,8.65,4.72,5.66,6.56,7.45,8.39,9.44,0.01,0.28,1.0,1.72,2.62,3.93,0.02,0.52,1.5,2.5,3.25,4.5,323962,171659,36556,10563,4150,2006,0.6648,1.0342,2.3089,3.4169,4.1917,5.6592
2025-02-13,604.48,609.94,603.2,609.73,603.36,40768881.0,2025-02-13,601,602,603,604,605,606,O:SPY250213C00601000,O:SPY250213C00602000,O:SPY250213C00603000,O:SPY250213C00604000,O:SPY250213C00605000,O:SPY250213C00606000,3.85,3.05,2.34,1.65,1.11,0.69,8.91,7.91,6.9,5.89,4.98,4.02,3.12,2.43,1.76,1.21,0.8,0.47,8.55,7.41,6.35,5.65,4.43,3.57,10666,12557,19919,72299,183687,306875,4.7983,3.9768,2.8078,2.0171,1.5053,1.1057,O:SPY250213P00601000,O:SPY250213P00602000,O:SPY250213P00603000,O:SPY250213P00604000,O:SPY250213P00605000,O:SPY250213P00606000,0.5,0.67,0.96,1.26,1.69,2.31,0.86,1.17,1.54,2.0,2.53,3.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,107703,154103,213647,224964,313898,369047,0.2484,0.3172,0.4386,0.6176,0.6276,0.7602
2025-02-14,609.94,610.99,609.07,609.7,609.73,26910448.0,2025-02-14,608,609,610,611,612,613,O:SPY250214C00608000,O:SPY250214C00609000,O:SPY250214C00610000,O:SPY250214C00611000,O:SPY250214C00612000,O:SPY250214C00613000,2.52,1.86,1.25,0.75,0.41,0.21,3.28,2.43,1.68,1.04,0.56,0.28,1.45,0.45,0.01,0.01,0.01,0.01,1.79,0.78,0.02,0.01,0.01,0.01,34825,158172,600920,634170,333081,177665,2.3644,1.381,0.8185,0.494,0.2316,0.1204,O:SPY250214P00608000,O:SPY250214P00609000,O:SPY250214P00610000,O:SPY250214P00611000,O:SPY250214P00612000,O:SPY250214P00613000,0.69,0.99,1.38,1.87,2.54,3.35,0.74,1.02,1.42,2.09,2.97,3.9,0.01,0.01,0.08,0.66,1.4,2.29,0.01,0.01,0.2,1.15,2.17,2.98,291235,446892,544654,175966,28361,11452,0.2895,0.4399,0.7588,1.2728,2.0221,2.9483
2025-02-18,610.88,611.49,608.38,611.49,609.7,26708205.0,2025-02-18,608,609,610,611,612,613,O:SPY250218C00608000,O:SPY250218C00609000,O:SPY250218C00610000,O:SPY250218C00611000,O:SPY250218C00612000,O:SPY250218C00613000,3.19,2.31,1.64,1.03,0.59,0.31,3.37,2.75,1.74,1.13,0.67,0.37,0.87,0.35,0.12,0.01,0.01,0.01,3.35,2.3,1.27,0.27,0.01,0.01,42669,187781,640395,684317,350475,173196,1.762,1.1103,0.696,0.3856,0.1952,0.1113,O:SPY250218P00608000,O:SPY250218P00609000,O:SPY250218P00610000,O:SPY250218P00611000,O:SPY250218P00612000,O:SPY250218P00613000,0.39,0.51,0.88,1.21,1.78,2.44,0.63,1.14,1.69,2.6,3.55,4.54,0.01,0.01,0.01,0.02,0.58,1.57,0.01,0.01,0.01,0.02,0.72,1.71,251972,390503,496162,156579,24533,8980,0.2336,0.4475,0.7446,1.2068,2.0043,2.9813
2025-02-19,610.08,613.23,609.56,612.93,611.49,31011072.0,2025-02-19,609,610,611,612,613,614,O:SPY250219C00609000,O:SPY250219C00610000,O:SPY250219C00611000,O:SPY250219C00612000,O:SPY250219C00613000,O:SPY250219C00614000,1.71,1.1,0.64,0.33,0.15,0.05,4.15,3.22,2.26,1.33,0.56,0.22,1.17,0.73,0.34,0.1,0.01,0.01,3.04,2.01,1.06,0.13,0.01,0.01,57978,195035,441723,435326,373292,190865,1.8482,1.2096,0.7519,0.4576,0.1944,0.0639,O:SPY250219P00609000,O:SPY250219P00610000,O:SPY250219P00611000,O:SPY250219P00612000,O:SPY250219P00613000,O:SPY250219P00614000,0.73,1.1,1.54,2.25,3.12,4.11,0.81,1.22,1.82,2.59,3.54,4.47,0.01,0.01,0.01,0.02,0.18,0.93,0.01,0.01,0.01,0.1,0.94,2.0,243585,333678,363543,264835,85925,18594,0.3566,0.465,0.47,0.574,0.8166,1.8109
2025-02-20,611.54,611.684,607.02,610.38,612.93,36553902.0,2025-02-20,611,612,613,614,615,616,O:SPY250220C00611000,O:SPY250220C00612000,O:SPY250220C00613000,O:SPY250220C00614000,O:SPY250220C00615000,O:SPY250220C00616000,1.31,0.74,0.38,0.17,0.06,0.03,1.38,0.81,0.42,0.19,0.11,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,395491,366174,227034,68408,31615,16400,0.3073,0.1856,0.1467,0.0668,0.0316,0.0176,O:SPY250220P00611000,O:SPY250220P00612000,O:SPY250220P00613000,O:SPY250220P00614000,O:SPY250220P00615000,O:SPY250220P00616000,0.77,1.22,1.84,2.66,3.5,4.52,4.22,5.11,6.0,6.95,7.81,8.61,0.57,1.08,1.68,2.34,3.4,4.33,1.0,2.09,2.95,4.0,4.71,5.74,86500,35384,7424,3435,1271,587,1.5744,2.3155,3.1417,4.5188,5.0197,6.3671
2025-02-21,610.16,610.3,599.47,599.94,610.38,76448318.0,2025-02-21,608,609,610,611,612,613,O:SPY250221C00608000,O:SPY250221C00609000,O:SPY250221C00610000,O:SPY250221C00611000,O:SPY250221C00612000,O:SPY250221C00613000,2.69,1.88,1.28,0.8,0.44,0.21,2.7,1.93,1.3,0.8,0.46,0.29,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,371626,289125,327959,206494,128917,57328,0.6351,0.5233,0.3748,0.2178,0.1636,0.0722,O:SPY250221P00608000,O:SPY250221P00609000,O:SPY250221P00610000,O:SPY250221P00611000,O:SPY250221P00612000,O:SPY250221P00613000,0.56,0.69,1.18,1.69,2.36,3.11,8.48,9.5,10.5,11.37,12.5,13.27,0.54,0.69,1.16,1.65,2.32,3.1,7.78,8.75,9.75,10.72,11.83,12.77,158638,110498,49609,11469,5769,2360,1.7269,1.891,2.5433,3.9093,6.2567,5.5204
2025-02-24,602.02,603.03,596.49,597.21,599.94,50737213.0,2025-02-24,598,599,600,601,602,603,O:SPY250224C00598000,O:SPY250224C00599000,O:SPY250224C00600000,O:SPY250224C00601000,O:SPY250224C00602000,O:SPY250224C00603000,4.34,3.68,2.91,2.2,1.63,1.1,5.34,4.45,3.61,2.84,2.13,1.51,0.02,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.01,121443,211295,387201,453577,419476,275031,1.5496,1.1531,0.9392,0.6888,0.4741,0.3144,O:SPY250224P00598000,O:SPY250224P00599000,O:SPY250224P00600000,O:SPY250224P00601000,O:SPY250224P00602000,O:SPY250224P00603000,0.53,0.7,0.92,1.22,1.61,2.09,2.71,3.35,4.06,4.85,5.64,6.51,0.06,0.12,0.22,0.44,0.91,1.48,0.29,1.17,2.13,3.2,4.05,5.22,336374,363539,431031,275223,72744,28199,0.8582,0.8082,0.9749,1.2262,1.8814,2.6549
2025-02-25,597.15,597.89,589.56,594.24,597.21,56911072.0,2025-02-25,595,596,597,598,599,600,O:SPY250225C00595000,O:SPY250225C00596000,O:SPY250225C00597000,O:SPY250225C00598000,O:SPY250225C00599000,O:SPY250225C00600000,3.32,2.62,1.97,1.4,1.01,0.66,3.75,3.04,2.39,1.79,1.28,0.87,0.03,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.01,420046,356251,288563,235588,189022,201109,0.8109,0.5909,0.4648,0.3771,0.2219,0.1714,O:SPY250225P00595000,O:SPY250225P00596000,O:SPY250225P00597000,O:SPY250225P00598000,O:SPY250225P00599000,O:SPY250225P00600000,1.13,1.42,1.79,2.33,2.72,3.49,5.59,6.5,7.35,8.33,9.36,10.3,0.11,0.41,0.87,1.58,2.35,2.95,0.25,1.12,2.1,3.11,3.75,5.01,259428,128295,84158,23356,10237,7157,1.3001,1.8383,2.3599,3.2946,4.8649,5.9922
2025-02-26,595.93,599.58,591.8556,594.54,594.24,43321578.0,2025-02-26,592,593,594,595,596,597,O:SPY250226C00592000,O:SPY250226C00593000,O:SPY250226C00594000,O:SPY250226C00595000,O:SPY250226C00596000,O:SPY250226C00597000,4.94,4.27,3.61,2.97,2.42,1.92,7.61,6.77,5.84,4.92,4.11,3.32,1.76,1.25,0.83,0.52,0.32,0.19,3.29,2.35,1.72,1.13,0.78,0.37,57724,95680,135878,153736,167627,194406,2.7624,2.1026,1.6065,1.4719,1.4763,1.5884,O:SPY250226P00592000,O:SPY250226P00593000,O:SPY250226P00594000,O:SPY250226P00595000,O:SPY250226P00596000,O:SPY250226P00597000,1.07,1.36,1.67,2.08,2.47,3.0,1.89,2.42,3.03,3.74,4.51,5.35,0.12,0.17,0.24,0.35,0.51,0.73,0.35,0.6,0.88,1.33,1.86,2.49,179753,229761,237434,228808,225609,179498,0.8777,1.2109,1.434,1.348,1.6491,1.5406
2025-02-27,596.85,598.02,584.65,585.05,594.54,74182664.0,2025-02-27,593,594,595,596,597,598,O:SPY250227C00593000,O:SPY250227C00594000,O:SPY250227C00595000,O:SPY250227C00596000,O:SPY250227C00597000,O:SPY250227C00598000,4.76,3.97,3.24,2.59,2.01,1.53,5.56,4.75,3.97,3.21,2.54,1.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,210740,252899,356701,266190,216458,201768,1.5608,1.3507,1.1195,0.9556,0.7584,0.5826,O:SPY250227P00593000,O:SPY250227P00594000,O:SPY250227P00595000,O:SPY250227P00596000,O:SPY250227P00597000,O:SPY250227P00598000,0.87,1.12,1.44,1.8,2.15,2.7,8.88,9.55,10.25,11.22,12.22,13.08,0.49,0.75,0.96,1.22,1.55,1.94,7.9,8.95,10.16,10.89,11.95,13.08,328308,310697,210691,102163,40920,15687,1.461,1.7921,2.1096,2.4778,2.8944,3.669
2025-02-28,585.56,594.72,582.44,594.18,585.05,88487668.0,2025-02-28,583,584,585,586,587,588,O:SPY250228C00583000,O:SPY250228C00584000,O:SPY250228C00585000,O:SPY250228C00586000,O:SPY250228C00587000,O:SPY250228C00588000,4.07,3.33,2.73,2.21,1.74,1.33,11.03,10.57,9.61,8.44,7.5,6.93,1.6,1.15,0.78,0.5,0.32,0.2,10.3,9.28,8.38,7.42,6.19,5.25,31388,86716,159738,227943,280754,315983,3.3414,2.6081,2.2152,1.9229,1.6053,1.3408,O:SPY250228P00583000,O:SPY250228P00584000,O:SPY250228P00585000,O:SPY250228P00586000,O:SPY250228P00587000,O:SPY250228P00588000,1.56,1.93,2.26,2.68,3.3,3.88,2.61,3.09,3.63,4.21,4.86,5.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,311634,306807,400881,369294,294937,206498,0.9889,1.2688,1.3678,1.6504,1.6444,1.6808
2025-03-03,596.18,597.34,579.9,583.77,594.18,74249199.0,2025-03-03,592,593,594,595,596,597,O:SPY250303C00592000,O:SPY250303C00593000,O:SPY250303C00594000,O:SPY250303C00595000,O:SPY250303C00596000,O:SPY250303C00597000,4.72,3.93,3.39,2.68,2.02,1.43,5.85,5.05,4.23,3.5,2.8,2.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,171885,242646,263684,291827,199049,203831,1.4367,1.3049,1.176,0.8723,0.7346,0.5476,O:SPY250303P00592000,O:SPY250303P00593000,O:SPY250303P00594000,O:SPY250303P00595000,O:SPY250303P00596000,O:SPY250303P00597000,0.82,0.98,1.27,1.63,1.98,2.4,12.0,12.91,13.49,14.69,15.93,16.6,0.59,0.75,0.94,1.18,1.49,1.86,7.52,8.51,9.56,10.47,11.45,12.6,219843,210113,154641,89059,42243,19025,1.8386,1.7964,2.1285,2.6199,2.8357,3.2234
2025-03-04,579.71,585.39,572.25,576.86,583.77,109632212.0,2025-03-04,582,583,584,585,586,587,O:SPY250304C00582000,O:SPY250304C00583000,O:SPY250304C00584000,O:SPY250304C00585000,O:SPY250304C00586000,O:SPY250304C00587000,1.84,1.47,1.12,0.86,0.67,0.48,3.57,2.75,2.03,1.42,0.96,0.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,241109,203201,163691,223400,107696,103981,1.0686,0.8093,0.6713,0.4321,0.3048,0.1848,O:SPY250304P00582000,O:SPY250304P00583000,O:SPY250304P00584000,O:SPY250304P00585000,O:SPY250304P00586000,O:SPY250304P00587000,4.16,4.96,5.52,6.41,6.71,8.15,10.0,10.84,11.73,12.83,13.8,14.5,0.23,0.42,0.69,1.07,1.6,2.29,3.75,3.8,4.73,6.0,6.8,8.4,136993,53031,29068,20677,6768,3658,1.8467,2.1852,2.5228,3.8622,4.6831,6.8566
2025-03-05,576.69,584.88,573.0795,583.06,576.86,70927248.0,2025-03-05,575,576,577,578,579,580,O:SPY250305C00575000,O:SPY250305C00576000,O:SPY250305C00577000,O:SPY250305C00578000,O:SPY250305C00579000,O:SPY250305C00580000,4.06,3.57,3.18,2.56,2.23,1.65,9.67,8.9,7.86,6.9,5.98,5.02,1.67,1.34,1.05,0.83,0.64,0.5,7.48,6.55,5.56,4.51,3.53,2.4,67145,84415,133699,197046,364640,294052,3.1673,3.0415,2.8034,2.4934,2.4759,1.8332,O:SPY250305P00575000,O:SPY250305P00576000,O:SPY250305P00577000,O:SPY250305P00578000,O:SPY250305P00579000,O:SPY250305P00580000,2.57,2.87,3.49,4.0,4.51,5.1,3.56,4.2,4.88,5.65,6.5,7.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,302801,184426,188842,186646,136788,280917,1.5197,1.8428,1.8315,1.6731,1.5499,1.9172
2025-03-06,575.48,580.1736,570.12,572.71,583.06,80069568.0,2025-03-06,581,582,583,584,585,586,O:SPY250306C00581000,O:SPY250306C00582000,O:SPY250306C00583000,O:SPY250306C00584000,O:SPY250306C00585000,O:SPY250306C00586000,0.9,0.75,0.57,0.43,0.3,0.21,2.21,1.77,1.61,1.08,0.84,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,148160,141625,131263,99719,177632,87961,1.0252,0.7582,0.6189,0.4619,0.3484,0.2268,O:SPY250306P00581000,O:SPY250306P00582000,O:SPY250306P00583000,O:SPY250306P00584000,O:SPY250306P00585000,O:SPY250306P00586000,6.48,7.15,8.0,8.76,9.61,9.89,10.56,11.65,12.81,13.31,14.7,15.57,3.07,3.64,4.25,4.95,5.72,6.59,7.12,7.92,9.19,9.81,11.5,12.12,12346,8000,6573,4254,3044,1639,5.2635,6.2483,6.9798,7.7269,8.837,9.7129
2025-03-07,570.9,577.39,565.63,575.92,572.71,80415816.0,2025-03-07,571,572,573,574,575,576,O:SPY250307C00571000,O:SPY250307C00572000,O:SPY250307C00573000,O:SPY250307C00574000,O:SPY250307C00575000,O:SPY250307C00576000,3.64,3.16,2.7,2.31,1.93,1.58,6.5,5.65,4.96,4.3,3.71,3.15,0.97,0.78,0.64,0.52,0.15,0.03,4.64,4.04,2.75,1.65,0.7,0.18,123939,191319,207623,227613,411964,282325,2.5767,2.4986,2.2042,1.9233,1.5424,1.3203,O:SPY250307P00571000,O:SPY250307P00572000,O:SPY250307P00573000,O:SPY250307P00574000,O:SPY250307P00575000,O:SPY250307P00576000,3.75,4.23,4.8,5.26,5.99,6.62,6.24,7.1,7.87,8.75,9.71,10.5,0.01,0.01,0.01,0.02,0.06,0.19,0.01,0.01,0.01,0.02,0.07,0.44,159120,202591,197927,186134,249523,94316,1.904,1.9639,1.7355,1.7044,2.7391,2.0916
2025-03-10,567.59,569.54,555.59,560.58,575.92,98286124.0,2025-03-10,574,575,576,577,578,579,O:SPY250310C00574000,O:SPY250310C00575000,O:SPY250310C00576000,O:SPY250310C00577000,O:SPY250310C00578000,O:SPY250310C00579000,0.85,0.69,0.55,0.41,0.3,0.22,1.3,1.02,0.81,0.63,0.48,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,111698,152291,135614,63789,34717,31142,0.4313,0.3807,0.3062,0.2237,0.1759,0.1127,O:SPY250310P00574000,O:SPY250310P00575000,O:SPY250310P00576000,O:SPY250310P00577000,O:SPY250310P00578000,O:SPY250310P00579000,7.26,7.98,9.03,9.6,10.65,11.26,17.99,19.25,20.36,21.01,21.02,23.2,5.8,6.54,7.47,8.15,9.04,10.01,12.74,14.26,15.15,16.27,17.14,18.12,3968,5055,2401,1232,531,612,8.5484,9.8014,10.3639,11.715,14.0426,14.5768
2025-03-11,559.4,564.02,552.02,555.92,560.58,87997244.0,2025-03-11,559,560,561,562,563,564,O:SPY250311C00559000,O:SPY250311C00560000,O:SPY250311C00561000,O:SPY250311C00562000,O:SPY250311C00563000,O:SPY250311C00564000,3.59,3.05,2.61,2.13,1.83,1.47,4.75,4.13,3.56,3.02,2.55,2.13,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,208064,402119,216953,204041,170794,136101,1.7553,1.4978,1.4874,1.1146,0.8814,0.6503,O:SPY250311P00559000,O:SPY250311P00560000,O:SPY250311P00561000,O:SPY250311P00562000,O:SPY250311P00563000,O:SPY250311P00564000,3.35,3.83,4.21,4.97,5.63,6.12,7.15,8.1,8.9,9.99,11.0,11.88,0.45,0.6,0.95,1.32,1.82,2.39,1.62,2.67,3.98,4.66,5.74,7.22,165908,137344,74117,36758,14274,7565,2.405,2.7187,2.6323,2.9092,4.2701,5.3644
2025-03-12,562.17,563.11,553.69,558.87,555.92,69547267.0,2025-03-12,554,555,556,557,558,559,O:SPY250312C00554000,O:SPY250312C00555000,O:SPY250312C00556000,O:SPY250312C00557000,O:SPY250312C00558000,O:SPY250312C00559000,8.82,8.04,6.91,6.04,5.75,5.0,9.63,8.79,7.9,7.17,6.34,5.62,2.4,1.95,1.57,1.24,0.45,0.05,4.46,3.68,2.5,1.27,0.6,0.05,23244,53046,67714,104339,149806,213369,4.914,3.7853,3.0144,2.7173,2.3408,1.9949,O:SPY250312P00554000,O:SPY250312P00555000,O:SPY250312P00556000,O:SPY250312P00557000,O:SPY250312P00558000,O:SPY250312P00559000,0.72,0.89,1.05,1.32,1.55,1.83,2.66,3.21,3.84,4.5,5.24,6.07,0.01,0.01,0.01,0.01,0.05,0.22,0.01,0.01,0.01,0.02,0.17,0.75,188121,305648,224158,270225,319144,315966,0.8373,1.0348,1.2613,1.3316,1.5008,1.678
2025-03-13,558.49,559.105,549.68,551.42,558.87,73979414.0,2025-03-13,557,558,559,560,561,562,O:SPY250313C00557000,O:SPY250313C00558000,O:SPY250313C00559000,O:SPY250313C00560000,O:SPY250313C00561000,O:SPY250313C00562000,3.5,3.01,2.5,2.06,1.62,1.27,3.64,3.1,2.56,2.1,1.69,1.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,224200,245647,172955,285817,152153,149062,1.2393,1.0814,0.9403,0.6012,0.4218,0.3691,O:SPY250313P00557000,O:SPY250313P00558000,O:SPY250313P00559000,O:SPY250313P00560000,O:SPY250313P00561000,O:SPY250313P00562000,2.12,2.55,3.03,3.58,4.19,4.93,7.42,8.3,9.27,10.7,11.25,12.03,1.52,1.89,2.36,2.89,3.52,4.18,3.72,5.01,6.14,7.52,7.69,9.13,144589,76612,22802,13375,5713,5128,2.6819,3.1536,3.857,5.1126,5.9972,6.69
2025-03-14,556.11,563.83,551.4917,562.81,551.42,62655340.0,2025-03-14,549,550,551,552,553,554,O:SPY250314C00549000,O:SPY250314C00550000,O:SPY250314C00551000,O:SPY250314C00552000,O:SPY250314C00553000,O:SPY250314C00554000,7.79,6.93,6.12,5.28,4.63,3.86,14.58,13.62,12.6,11.51,10.79,9.72,7.51,5.5,5.83,4.66,4.12,3.28,12.98,12.0,10.53,9.7,9.0,7.74,3664,7321,2960,4966,5600,7472,8.9477,8.6744,8.1366,7.0335,6.4606,5.3941,O:SPY250314P00549000,O:SPY250314P00550000,O:SPY250314P00551000,O:SPY250314P00552000,O:SPY250314P00553000,O:SPY250314P00554000,0.58,0.74,1.05,1.17,1.46,1.78,0.68,0.9,1.05,1.3,1.59,1.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,66996,248721,99051,116316,144186,114524,0.2195,0.2728,0.3037,0.4528,0.5153,0.7567
2025-03-17,562.79,569.71,562.35,567.15,562.81,49008709.0,2025-03-17,561,562,563,564,565,566,O:SPY250317C00561000,O:SPY250317C00562000,O:SPY250317C00563000,O:SPY250317C00564000,O:SPY250317C00565000,O:SPY250317C00566000,3.18,2.64,2.09,1.58,1.18,0.86,8.63,7.69,6.67,5.7,4.74,3.74,2.75,2.08,1.49,1.0,0.61,0.35,5.85,4.79,3.73,2.83,1.81,0.73,10263,31152,73857,198469,385323,348849,4.6321,3.4979,2.4836,1.8653,1.4947,1.2004,O:SPY250317P00561000,O:SPY250317P00562000,O:SPY250317P00563000,O:SPY250317P00564000,O:SPY250317P00565000,O:SPY250317P00566000,1.56,1.92,2.39,2.92,3.51,4.25,1.69,2.1,2.56,3.11,3.69,4.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,143133,248010,356333,382826,394435,251769,0.465,0.6487,0.8005,1.0602,1.1112,1.001
2025-03-18,564.8,565.02,559.06,561.02,567.15,64791422.0,2025-03-18,565,566,567,568,569,570,O:SPY250318C00565000,O:SPY250318C00566000,O:SPY250318C00567000,O:SPY250318C00568000,O:SPY250318C00569000,O:SPY250318C00570000,2.04,1.53,1.16,0.87,0.62,0.44,2.12,1.64,1.23,0.91,0.65,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,306645,162073,157974,105118,107779,97756,0.4829,0.3157,0.2805,0.1966,0.1369,0.1066,O:SPY250318P00565000,O:SPY250318P00566000,O:SPY250318P00567000,O:SPY250318P00568000,O:SPY250318P00569000,O:SPY250318P00570000,2.21,2.71,3.32,3.94,4.79,5.53,6.1,7.06,8.0,8.87,9.73,10.9,2.15,2.64,3.24,3.94,4.79,5.53,3.68,4.69,5.6,6.68,7.59,8.59,32991,8483,5312,5069,2347,1492,3.8126,4.6097,5.2716,6.1652,6.9373,8.4438
