date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,atm_strike,atm_call_ticker,atm_call_open,atm_call_high,atm_call_low,atm_call_close,atm_call_volume,atm_call_vwap,atm_put_ticker,atm_put_open,atm_put_high,atm_put_low,atm_put_close,atm_put_volume,atm_put_vwap,plus_1_strike,plus_1_call_ticker,plus_1_call_open,plus_1_call_high,plus_1_call_low,plus_1_call_close,plus_1_call_volume,plus_1_call_vwap,plus_1_put_ticker,plus_1_put_open,plus_1_put_high,plus_1_put_low,plus_1_put_close,plus_1_put_volume,plus_1_put_vwap,plus_2_strike,plus_2_call_ticker,plus_2_call_open,plus_2_call_high,plus_2_call_low,plus_2_call_close,plus_2_call_volume,plus_2_call_vwap,plus_2_put_ticker,plus_2_put_open,plus_2_put_high,plus_2_put_low,plus_2_put_close,plus_2_put_volume,plus_2_put_vwap,plus_3_strike,plus_3_call_ticker,plus_3_call_open,plus_3_call_high,plus_3_call_low,plus_3_call_close,plus_3_call_volume,plus_3_call_vwap,plus_3_put_ticker,plus_3_put_open,plus_3_put_high,plus_3_put_low,plus_3_put_close,plus_3_put_volume,plus_3_put_vwap,minus_1_strike,minus_1_call_ticker,minus_1_call_open,minus_1_call_high,minus_1_call_low,minus_1_call_close,minus_1_call_volume,minus_1_call_vwap,minus_1_put_ticker,minus_1_put_open,minus_1_put_high,minus_1_put_low,minus_1_put_close,minus_1_put_volume,minus_1_put_vwap,minus_2_strike,minus_2_call_ticker,minus_2_call_open,minus_2_call_high,minus_2_call_low,minus_2_call_close,minus_2_call_volume,minus_2_call_vwap,minus_2_put_ticker,minus_2_put_open,minus_2_put_high,minus_2_put_low,minus_2_put_close,minus_2_put_volume,minus_2_put_vwap
2025-02-07,606.89,608.13,600.05,600.77,606.32,50750516.0,2025-02-07,606,O:SPY250207C00606000,1.9,2.73,0.01,0.01,250722,0.6517,O:SPY250207P00606000,1.1,5.83,0.61,5.05,87937,1.7036,607,O:SPY250207C00607000,1.37,1.99,0.01,0.01,224764,0.6069,O:SPY250207P00607000,1.5,6.78,0.88,5.94,96407,1.6832,608,O:SPY250207C00608000,0.89,1.34,0.01,0.01,291423,0.4562,O:SPY250207P00608000,2.04,7.64,1.23,7.07,30041,2.2347,609,O:SPY250207C00609000,0.54,0.81,0.01,0.01,200638,0.258,O:SPY250207P00609000,2.83,9.05,1.7,7.43,7643,3.6579,605,O:SPY250207C00605000,2.6,3.52,0.01,0.01,318183,0.7604,O:SPY250207P00605000,0.78,5.07,0.42,4.0,162489,1.5879,604,O:SPY250207C00604000,3.39,4.36,0.01,0.01,314539,0.8591,O:SPY250207P00604000,0.53,3.99,0.29,3.0,167126,1.306
2025-02-10,604.03,605.4999,602.74,604.85,600.77,26045714.0,2025-02-10,601,O:SPY250210C00601000,3.51,4.5,2.56,3.43,10663,3.381,O:SPY250210P00601000,0.51,1.0,0.01,0.01,137539,0.2846,602,O:SPY250210C00602000,2.75,3.55,1.75,2.34,25393,2.5088,O:SPY250210P00602000,0.7,1.15,0.01,0.01,283786,0.3821,603,O:SPY250210C00603000,1.95,2.66,1.07,1.37,108793,1.6744,O:SPY250210P00603000,0.94,1.58,0.01,0.01,364920,0.5012,604,O:SPY250210C00604000,1.35,1.86,0.34,0.38,375623,1.0702,O:SPY250210P00604000,1.31,2.14,0.01,0.03,498911,0.6049,600,O:SPY250210C00600000,4.3,5.49,3.35,4.33,6283,4.3559,O:SPY250210P00600000,0.35,0.59,0.01,0.01,223615,0.1636,599,O:SPY250210C00599000,5.24,6.48,4.17,5.58,3019,5.3157,O:SPY250210P00599000,0.24,0.42,0.01,0.01,62560,0.1496
2025-02-11,602.55,605.86,602.43,605.31,604.85,30056740.0,2025-02-11,605,O:SPY250211C00605000,0.47,1.04,0.1,0.22,486409,0.5171,O:SPY250211P00605000,2.89,2.93,0.03,0.03,292912,0.7493,606,O:SPY250211C00606000,0.26,0.52,0.01,0.01,323509,0.1928,O:SPY250211P00606000,3.66,3.75,0.56,0.78,62907,1.2535,607,O:SPY250211C00607000,0.12,0.22,0.01,0.01,142138,0.0797,O:SPY250211P00607000,4.5,4.5,1.29,1.8,13753,2.4403,608,O:SPY250211C00608000,0.06,0.1,0.01,0.01,83101,0.0394,O:SPY250211P00608000,5.48,5.48,2.16,2.75,3706,3.4356,604,O:SPY250211C00604000,0.8,1.93,0.45,1.18,383611,0.9663,O:SPY250211P00604000,2.19,2.26,0.01,0.01,418070,0.5841,603,O:SPY250211C00603000,1.23,2.85,0.99,2.2,118392,1.602,O:SPY250211P00603000,1.66,1.7,0.01,0.01,375967,0.5372
2025-02-12,599.2,604.55,598.51,603.36,605.31,45076076.0,2025-02-12,605,O:SPY250212C00605000,0.13,0.54,0.01,0.01,331391,0.1751,O:SPY250212P00605000,5.84,6.56,1.0,1.5,36556,2.3089,606,O:SPY250212C00606000,0.06,0.23,0.01,0.01,158055,0.0715,O:SPY250212P00606000,6.9,7.45,1.72,2.5,10563,3.4169,607,O:SPY250212C00607000,0.04,0.09,0.01,0.01,75226,0.0447,O:SPY250212P00607000,7.82,8.39,2.62,3.25,4150,4.1917,608,O:SPY250212C00608000,0.03,0.06,0.01,0.01,33718,0.0241,O:SPY250212P00608000,8.65,9.44,3.93,4.5,2006,5.6592,604,O:SPY250212C00604000,0.22,1.09,0.01,0.01,453168,0.4007,O:SPY250212P00604000,5.08,5.66,0.28,0.52,171659,1.0342,603,O:SPY250212C00603000,0.42,1.82,0.12,0.45,483179,0.7093,O:SPY250212P00603000,4.16,4.72,0.01,0.02,323962,0.6648
2025-02-13,604.48,609.94,603.2,609.73,603.36,40768881.0,2025-02-13,603,O:SPY250213C00603000,2.34,6.9,1.76,6.35,19919,2.8078,O:SPY250213P00603000,0.96,1.54,0.01,0.01,213647,0.4386,604,O:SPY250213C00604000,1.65,5.89,1.21,5.65,72299,2.0171,O:SPY250213P00604000,1.26,2.0,0.01,0.01,224964,0.6176,605,O:SPY250213C00605000,1.11,4.98,0.8,4.43,183687,1.5053,O:SPY250213P00605000,1.69,2.53,0.01,0.01,313898,0.6276,606,O:SPY250213C00606000,0.69,4.02,0.47,3.57,306875,1.1057,O:SPY250213P00606000,2.31,3.2,0.01,0.01,369047,0.7602,602,O:SPY250213C00602000,3.05,7.91,2.43,7.41,12557,3.9768,O:SPY250213P00602000,0.67,1.17,0.01,0.01,154103,0.3172,601,O:SPY250213C00601000,3.85,8.91,3.12,8.55,10666,4.7983,O:SPY250213P00601000,0.5,0.86,0.01,0.01,107703,0.2484
2025-02-14,609.94,610.99,609.07,609.7,609.73,26910448.0,2025-02-14,610,O:SPY250214C00610000,1.25,1.68,0.01,0.02,600920,0.8185,O:SPY250214P00610000,1.38,1.42,0.08,0.2,544654,0.7588,611,O:SPY250214C00611000,0.75,1.04,0.01,0.01,634170,0.494,O:SPY250214P00611000,1.87,2.09,0.66,1.15,175966,1.2728,612,O:SPY250214C00612000,0.41,0.56,0.01,0.01,333081,0.2316,O:SPY250214P00612000,2.54,2.97,1.4,2.17,28361,2.0221,613,O:SPY250214C00613000,0.21,0.28,0.01,0.01,177665,0.1204,O:SPY250214P00613000,3.35,3.9,2.29,2.98,11452,2.9483,609,O:SPY250214C00609000,1.86,2.43,0.45,0.78,158172,1.381,O:SPY250214P00609000,0.99,1.02,0.01,0.01,446892,0.4399,608,O:SPY250214C00608000,2.52,3.28,1.45,1.79,34825,2.3644,O:SPY250214P00608000,0.69,0.74,0.01,0.01,291235,0.2895
2025-02-18,610.88,611.49,608.38,611.49,609.7,26708205.0,2025-02-18,610,O:SPY250218C00610000,1.64,1.74,0.12,1.27,640395,0.696,O:SPY250218P00610000,0.88,1.69,0.01,0.01,496162,0.7446,611,O:SPY250218C00611000,1.03,1.13,0.01,0.27,684317,0.3856,O:SPY250218P00611000,1.21,2.6,0.02,0.02,156579,1.2068,612,O:SPY250218C00612000,0.59,0.67,0.01,0.01,350475,0.1952,O:SPY250218P00612000,1.78,3.55,0.58,0.72,24533,2.0043,613,O:SPY250218C00613000,0.31,0.37,0.01,0.01,173196,0.1113,O:SPY250218P00613000,2.44,4.54,1.57,1.71,8980,2.9813,609,O:SPY250218C00609000,2.31,2.75,0.35,2.3,187781,1.1103,O:SPY250218P00609000,0.51,1.14,0.01,0.01,390503,0.4475,608,O:SPY250218C00608000,3.19,3.37,0.87,3.35,42669,1.762,O:SPY250218P00608000,0.39,0.63,0.01,0.01,251972,0.2336
2025-02-19,610.08,613.23,609.56,612.93,611.49,31011072.0,2025-02-19,611,O:SPY250219C00611000,0.64,2.26,0.34,1.06,441723,0.7519,O:SPY250219P00611000,1.54,1.82,0.01,0.01,363543,0.47,612,O:SPY250219C00612000,0.33,1.33,0.1,0.13,435326,0.4576,O:SPY250219P00612000,2.25,2.59,0.02,0.1,264835,0.574,613,O:SPY250219C00613000,0.15,0.56,0.01,0.01,373292,0.1944,O:SPY250219P00613000,3.12,3.54,0.18,0.94,85925,0.8166,614,O:SPY250219C00614000,0.05,0.22,0.01,0.01,190865,0.0639,O:SPY250219P00614000,4.11,4.47,0.93,2.0,18594,1.8109,610,O:SPY250219C00610000,1.1,3.22,0.73,2.01,195035,1.2096,O:SPY250219P00610000,1.1,1.22,0.01,0.01,333678,0.465,609,O:SPY250219C00609000,1.71,4.15,1.17,3.04,57978,1.8482,O:SPY250219P00609000,0.73,0.81,0.01,0.01,243585,0.3566
2025-02-20,611.54,611.684,607.02,610.38,612.93,36553902.0,2025-02-20,613,O:SPY250220C00613000,0.38,0.42,0.01,0.01,227034,0.1467,O:SPY250220P00613000,1.84,6.0,1.68,2.95,7424,3.1417,614,O:SPY250220C00614000,0.17,0.19,0.01,0.01,68408,0.0668,O:SPY250220P00614000,2.66,6.95,2.34,4.0,3435,4.5188,615,O:SPY250220C00615000,0.06,0.11,0.01,0.01,31615,0.0316,O:SPY250220P00615000,3.5,7.81,3.4,4.71,1271,5.0197,616,O:SPY250220C00616000,0.03,0.04,0.01,0.01,16400,0.0176,O:SPY250220P00616000,4.52,8.61,4.33,5.74,587,6.3671,612,O:SPY250220C00612000,0.74,0.81,0.01,0.01,366174,0.1856,O:SPY250220P00612000,1.22,5.11,1.08,2.09,35384,2.3155,611,O:SPY250220C00611000,1.31,1.38,0.01,0.01,395491,0.3073,O:SPY250220P00611000,0.77,4.22,0.57,1.0,86500,1.5744
2025-02-21,610.16,610.3,599.47,599.94,610.38,76448318.0,2025-02-21,610,O:SPY250221C00610000,1.28,1.3,0.01,0.01,327959,0.3748,O:SPY250221P00610000,1.18,10.5,1.16,9.75,49609,2.5433,611,O:SPY250221C00611000,0.8,0.8,0.01,0.01,206494,0.2178,O:SPY250221P00611000,1.69,11.37,1.65,10.72,11469,3.9093,612,O:SPY250221C00612000,0.44,0.46,0.01,0.01,128917,0.1636,O:SPY250221P00612000,2.36,12.5,2.32,11.83,5769,6.2567,613,O:SPY250221C00613000,0.21,0.29,0.01,0.01,57328,0.0722,O:SPY250221P00613000,3.11,13.27,3.1,12.77,2360,5.5204,609,O:SPY250221C00609000,1.88,1.93,0.01,0.01,289125,0.5233,O:SPY250221P00609000,0.69,9.5,0.69,8.75,110498,1.891,608,O:SPY250221C00608000,2.69,2.7,0.01,0.01,371626,0.6351,O:SPY250221P00608000,0.56,8.48,0.54,7.78,158638,1.7269
2025-02-24,602.02,603.03,596.49,597.21,599.94,50737213.0,2025-02-24,600,O:SPY250224C00600000,2.91,3.61,0.01,0.01,387201,0.9392,O:SPY250224P00600000,0.92,4.06,0.22,2.13,431031,0.9749,601,O:SPY250224C00601000,2.2,2.84,0.01,0.01,453577,0.6888,O:SPY250224P00601000,1.22,4.85,0.44,3.2,275223,1.2262,602,O:SPY250224C00602000,1.63,2.13,0.01,0.01,419476,0.4741,O:SPY250224P00602000,1.61,5.64,0.91,4.05,72744,1.8814,603,O:SPY250224C00603000,1.1,1.51,0.01,0.01,275031,0.3144,O:SPY250224P00603000,2.09,6.51,1.48,5.22,28199,2.6549,599,O:SPY250224C00599000,3.68,4.45,0.01,0.01,211295,1.1531,O:SPY250224P00599000,0.7,3.35,0.12,1.17,363539,0.8082,598,O:SPY250224C00598000,4.34,5.34,0.02,0.07,121443,1.5496,O:SPY250224P00598000,0.53,2.71,0.06,0.29,336374,0.8582
2025-02-25,597.15,597.89,589.56,594.24,597.21,56911072.0,2025-02-25,597,O:SPY250225C00597000,1.97,2.39,0.01,0.01,288563,0.4648,O:SPY250225P00597000,1.79,7.35,0.87,2.1,84158,2.3599,598,O:SPY250225C00598000,1.4,1.79,0.01,0.01,235588,0.3771,O:SPY250225P00598000,2.33,8.33,1.58,3.11,23356,3.2946,599,O:SPY250225C00599000,1.01,1.28,0.01,0.01,189022,0.2219,O:SPY250225P00599000,2.72,9.36,2.35,3.75,10237,4.8649,600,O:SPY250225C00600000,0.66,0.87,0.01,0.01,201109,0.1714,O:SPY250225P00600000,3.49,10.3,2.95,5.01,7157,5.9922,596,O:SPY250225C00596000,2.62,3.04,0.01,0.01,356251,0.5909,O:SPY250225P00596000,1.42,6.5,0.41,1.12,128295,1.8383,595,O:SPY250225C00595000,3.32,3.75,0.03,0.11,420046,0.8109,O:SPY250225P00595000,1.13,5.59,0.11,0.25,259428,1.3001
2025-02-26,595.93,599.58,591.8556,594.54,594.24,43321578.0,2025-02-26,594,O:SPY250226C00594000,3.61,5.84,0.83,1.72,135878,1.6065,O:SPY250226P00594000,1.67,3.03,0.24,0.88,237434,1.434,595,O:SPY250226C00595000,2.97,4.92,0.52,1.13,153736,1.4719,O:SPY250226P00595000,2.08,3.74,0.35,1.33,228808,1.348,596,O:SPY250226C00596000,2.42,4.11,0.32,0.78,167627,1.4763,O:SPY250226P00596000,2.47,4.51,0.51,1.86,225609,1.6491,597,O:SPY250226C00597000,1.92,3.32,0.19,0.37,194406,1.5884,O:SPY250226P00597000,3.0,5.35,0.73,2.49,179498,1.5406,593,O:SPY250226C00593000,4.27,6.77,1.25,2.35,95680,2.1026,O:SPY250226P00593000,1.36,2.42,0.17,0.6,229761,1.2109,592,O:SPY250226C00592000,4.94,7.61,1.76,3.29,57724,2.7624,O:SPY250226P00592000,1.07,1.89,0.12,0.35,179753,0.8777
2025-02-27,596.85,598.02,584.65,585.05,594.54,74182664.0,2025-02-27,595,O:SPY250227C00595000,3.24,3.97,0.01,0.01,356701,1.1195,O:SPY250227P00595000,1.44,10.25,0.96,10.16,210691,2.1096,596,O:SPY250227C00596000,2.59,3.21,0.01,0.01,266190,0.9556,O:SPY250227P00596000,1.8,11.22,1.22,10.89,102163,2.4778,597,O:SPY250227C00597000,2.01,2.54,0.01,0.01,216458,0.7584,O:SPY250227P00597000,2.15,12.22,1.55,11.95,40920,2.8944,598,O:SPY250227C00598000,1.53,1.95,0.01,0.01,201768,0.5826,O:SPY250227P00598000,2.7,13.08,1.94,13.08,15687,3.669,594,O:SPY250227C00594000,3.97,4.75,0.01,0.01,252899,1.3507,O:SPY250227P00594000,1.12,9.55,0.75,8.95,310697,1.7921,593,O:SPY250227C00593000,4.76,5.56,0.01,0.01,210740,1.5608,O:SPY250227P00593000,0.87,8.88,0.49,7.9,328308,1.461
2025-02-28,585.56,594.72,582.44,594.18,585.05,88487668.0,2025-02-28,585,O:SPY250228C00585000,2.73,9.61,0.78,8.38,159738,2.2152,O:SPY250228P00585000,2.26,3.63,0.01,0.01,400881,1.3678,586,O:SPY250228C00586000,2.21,8.44,0.5,7.42,227943,1.9229,O:SPY250228P00586000,2.68,4.21,0.01,0.01,369294,1.6504,587,O:SPY250228C00587000,1.74,7.5,0.32,6.19,280754,1.6053,O:SPY250228P00587000,3.3,4.86,0.01,0.01,294937,1.6444,588,O:SPY250228C00588000,1.33,6.93,0.2,5.25,315983,1.3408,O:SPY250228P00588000,3.88,5.7,0.01,0.01,206498,1.6808,584,O:SPY250228C00584000,3.33,10.57,1.15,9.28,86716,2.6081,O:SPY250228P00584000,1.93,3.09,0.01,0.01,306807,1.2688,583,O:SPY250228C00583000,4.07,11.03,1.6,10.3,31388,3.3414,O:SPY250228P00583000,1.56,2.61,0.01,0.01,311634,0.9889
2025-03-03,596.18,597.34,579.9,583.77,594.18,74249199.0,2025-03-03,594,O:SPY250303C00594000,3.39,4.23,0.01,0.01,263684,1.176,O:SPY250303P00594000,1.27,13.49,0.94,9.56,154641,2.1285,595,O:SPY250303C00595000,2.68,3.5,0.01,0.01,291827,0.8723,O:SPY250303P00595000,1.63,14.69,1.18,10.47,89059,2.6199,596,O:SPY250303C00596000,2.02,2.8,0.01,0.01,199049,0.7346,O:SPY250303P00596000,1.98,15.93,1.49,11.45,42243,2.8357,597,O:SPY250303C00597000,1.43,2.17,0.01,0.01,203831,0.5476,O:SPY250303P00597000,2.4,16.6,1.86,12.6,19025,3.2234,593,O:SPY250303C00593000,3.93,5.05,0.01,0.01,242646,1.3049,O:SPY250303P00593000,0.98,12.91,0.75,8.51,210113,1.7964,592,O:SPY250303C00592000,4.72,5.85,0.01,0.01,171885,1.4367,O:SPY250303P00592000,0.82,12.0,0.59,7.52,219843,1.8386
2025-03-04,579.71,585.39,572.25,576.86,583.77,109632212.0,2025-03-04,584,O:SPY250304C00584000,1.12,2.03,0.01,0.01,163691,0.6713,O:SPY250304P00584000,5.52,11.73,0.69,4.73,29068,2.5228,585,O:SPY250304C00585000,0.86,1.42,0.01,0.01,223400,0.4321,O:SPY250304P00585000,6.41,12.83,1.07,6.0,20677,3.8622,586,O:SPY250304C00586000,0.67,0.96,0.01,0.01,107696,0.3048,O:SPY250304P00586000,6.71,13.8,1.6,6.8,6768,4.6831,587,O:SPY250304C00587000,0.48,0.59,0.01,0.01,103981,0.1848,O:SPY250304P00587000,8.15,14.5,2.29,8.4,3658,6.8566,583,O:SPY250304C00583000,1.47,2.75,0.01,0.01,203201,0.8093,O:SPY250304P00583000,4.96,10.84,0.42,3.8,53031,2.1852,582,O:SPY250304C00582000,1.84,3.57,0.01,0.01,241109,1.0686,O:SPY250304P00582000,4.16,10.0,0.23,3.75,136993,1.8467
2025-03-05,576.69,584.88,573.0795,583.06,576.86,70927248.0,2025-03-05,577,O:SPY250305C00577000,3.18,7.86,1.05,5.56,133699,2.8034,O:SPY250305P00577000,3.49,4.88,0.01,0.01,188842,1.8315,578,O:SPY250305C00578000,2.56,6.9,0.83,4.51,197046,2.4934,O:SPY250305P00578000,4.0,5.65,0.01,0.01,186646,1.6731,579,O:SPY250305C00579000,2.23,5.98,0.64,3.53,364640,2.4759,O:SPY250305P00579000,4.51,6.5,0.01,0.01,136788,1.5499,580,O:SPY250305C00580000,1.65,5.02,0.5,2.4,294052,1.8332,O:SPY250305P00580000,5.1,7.32,0.01,0.02,280917,1.9172,576,O:SPY250305C00576000,3.57,8.9,1.34,6.55,84415,3.0415,O:SPY250305P00576000,2.87,4.2,0.01,0.01,184426,1.8428,575,O:SPY250305C00575000,4.06,9.67,1.67,7.48,67145,3.1673,O:SPY250305P00575000,2.57,3.56,0.01,0.01,302801,1.5197
2025-03-06,575.48,580.1736,570.12,572.71,583.06,80069568.0,2025-03-06,583,O:SPY250306C00583000,0.57,1.61,0.01,0.01,131263,0.6189,O:SPY250306P00583000,8.0,12.81,4.25,9.19,6573,6.9798,584,O:SPY250306C00584000,0.43,1.08,0.01,0.01,99719,0.4619,O:SPY250306P00584000,8.76,13.31,4.95,9.81,4254,7.7269,585,O:SPY250306C00585000,0.3,0.84,0.01,0.01,177632,0.3484,O:SPY250306P00585000,9.61,14.7,5.72,11.5,3044,8.837,586,O:SPY250306C00586000,0.21,0.63,0.01,0.01,87961,0.2268,O:SPY250306P00586000,9.89,15.57,6.59,12.12,1639,9.7129,582,O:SPY250306C00582000,0.75,1.77,0.01,0.01,141625,0.7582,O:SPY250306P00582000,7.15,11.65,3.64,7.92,8000,6.2483,581,O:SPY250306C00581000,0.9,2.21,0.01,0.01,148160,1.0252,O:SPY250306P00581000,6.48,10.56,3.07,7.12,12346,5.2635
2025-03-07,570.9,577.39,565.63,575.92,572.71,80415816.0,2025-03-07,573,O:SPY250307C00573000,2.7,4.96,0.64,2.75,207623,2.2042,O:SPY250307P00573000,4.8,7.87,0.01,0.01,197927,1.7355,574,O:SPY250307C00574000,2.31,4.3,0.52,1.65,227613,1.9233,O:SPY250307P00574000,5.26,8.75,0.02,0.02,186134,1.7044,575,O:SPY250307C00575000,1.93,3.71,0.15,0.7,411964,1.5424,O:SPY250307P00575000,5.99,9.71,0.06,0.07,249523,2.7391,576,O:SPY250307C00576000,1.58,3.15,0.03,0.18,282325,1.3203,O:SPY250307P00576000,6.62,10.5,0.19,0.44,94316,2.0916,572,O:SPY250307C00572000,3.16,5.65,0.78,4.04,191319,2.4986,O:SPY250307P00572000,4.23,7.1,0.01,0.01,202591,1.9639,571,O:SPY250307C00571000,3.64,6.5,0.97,4.64,123939,2.5767,O:SPY250307P00571000,3.75,6.24,0.01,0.01,159120,1.904
2025-03-10,567.59,569.54,555.59,560.58,575.92,98286124.0,2025-03-10,576,O:SPY250310C00576000,0.55,0.81,0.01,0.01,135614,0.3062,O:SPY250310P00576000,9.03,20.36,7.47,15.15,2401,10.3639,577,O:SPY250310C00577000,0.41,0.63,0.01,0.01,63789,0.2237,O:SPY250310P00577000,9.6,21.01,8.15,16.27,1232,11.715,578,O:SPY250310C00578000,0.3,0.48,0.01,0.01,34717,0.1759,O:SPY250310P00578000,10.65,21.02,9.04,17.14,531,14.0426,579,O:SPY250310C00579000,0.22,0.37,0.01,0.01,31142,0.1127,O:SPY250310P00579000,11.26,23.2,10.01,18.12,612,14.5768,575,O:SPY250310C00575000,0.69,1.02,0.01,0.01,152291,0.3807,O:SPY250310P00575000,7.98,19.25,6.54,14.26,5055,9.8014,574,O:SPY250310C00574000,0.85,1.3,0.01,0.01,111698,0.4313,O:SPY250310P00574000,7.26,17.99,5.8,12.74,3968,8.5484
2025-03-11,559.4,564.02,552.02,555.92,560.58,87997244.0,2025-03-11,561,O:SPY250311C00561000,2.61,3.56,0.01,0.01,216953,1.4874,O:SPY250311P00561000,4.21,8.9,0.95,3.98,74117,2.6323,562,O:SPY250311C00562000,2.13,3.02,0.01,0.01,204041,1.1146,O:SPY250311P00562000,4.97,9.99,1.32,4.66,36758,2.9092,563,O:SPY250311C00563000,1.83,2.55,0.01,0.01,170794,0.8814,O:SPY250311P00563000,5.63,11.0,1.82,5.74,14274,4.2701,564,O:SPY250311C00564000,1.47,2.13,0.01,0.01,136101,0.6503,O:SPY250311P00564000,6.12,11.88,2.39,7.22,7565,5.3644,560,O:SPY250311C00560000,3.05,4.13,0.01,0.01,402119,1.4978,O:SPY250311P00560000,3.83,8.1,0.6,2.67,137344,2.7187,559,O:SPY250311C00559000,3.59,4.75,0.01,0.02,208064,1.7553,O:SPY250311P00559000,3.35,7.15,0.45,1.62,165908,2.405
2025-03-12,562.17,563.11,553.69,558.87,555.92,69547267.0,2025-03-12,556,O:SPY250312C00556000,6.91,7.9,1.57,2.5,67714,3.0144,O:SPY250312P00556000,1.05,3.84,0.01,0.01,224158,1.2613,557,O:SPY250312C00557000,6.04,7.17,1.24,1.27,104339,2.7173,O:SPY250312P00557000,1.32,4.5,0.01,0.02,270225,1.3316,558,O:SPY250312C00558000,5.75,6.34,0.45,0.6,149806,2.3408,O:SPY250312P00558000,1.55,5.24,0.05,0.17,319144,1.5008,559,O:SPY250312C00559000,5.0,5.62,0.05,0.05,213369,1.9949,O:SPY250312P00559000,1.83,6.07,0.22,0.75,315966,1.678,555,O:SPY250312C00555000,8.04,8.79,1.95,3.68,53046,3.7853,O:SPY250312P00555000,0.89,3.21,0.01,0.01,305648,1.0348,554,O:SPY250312C00554000,8.82,9.63,2.4,4.46,23244,4.914,O:SPY250312P00554000,0.72,2.66,0.01,0.01,188121,0.8373
2025-03-13,558.49,559.105,549.68,551.42,558.87,73979414.0,2025-03-13,559,O:SPY250313C00559000,2.5,2.56,0.01,0.01,172955,0.9403,O:SPY250313P00559000,3.03,9.27,2.36,6.14,22802,3.857,560,O:SPY250313C00560000,2.06,2.1,0.01,0.01,285817,0.6012,O:SPY250313P00560000,3.58,10.7,2.89,7.52,13375,5.1126,561,O:SPY250313C00561000,1.62,1.69,0.01,0.01,152153,0.4218,O:SPY250313P00561000,4.19,11.25,3.52,7.69,5713,5.9972,562,O:SPY250313C00562000,1.27,1.33,0.01,0.01,149062,0.3691,O:SPY250313P00562000,4.93,12.03,4.18,9.13,5128,6.69,558,O:SPY250313C00558000,3.01,3.1,0.01,0.01,245647,1.0814,O:SPY250313P00558000,2.55,8.3,1.89,5.01,76612,3.1536,557,O:SPY250313C00557000,3.5,3.64,0.01,0.01,224200,1.2393,O:SPY250313P00557000,2.12,7.42,1.52,3.72,144589,2.6819
2025-03-14,556.11,563.83,551.4917,562.81,551.42,62655340.0,2025-03-14,551,O:SPY250314C00551000,6.12,12.6,5.83,10.53,2960,8.1366,O:SPY250314P00551000,1.05,1.05,0.01,0.01,99051,0.3037,552,O:SPY250314C00552000,5.28,11.51,4.66,9.7,4966,7.0335,O:SPY250314P00552000,1.17,1.3,0.01,0.01,116316,0.4528,553,O:SPY250314C00553000,4.63,10.79,4.12,9.0,5600,6.4606,O:SPY250314P00553000,1.46,1.59,0.01,0.01,144186,0.5153,554,O:SPY250314C00554000,3.86,9.72,3.28,7.74,7472,5.3941,O:SPY250314P00554000,1.78,1.93,0.01,0.01,114524,0.7567,550,O:SPY250314C00550000,6.93,13.62,5.5,12.0,7321,8.6744,O:SPY250314P00550000,0.74,0.9,0.01,0.01,248721,0.2728,549,O:SPY250314C00549000,7.79,14.58,7.51,12.98,3664,8.9477,O:SPY250314P00549000,0.58,0.68,0.01,0.01,66996,0.2195
2025-03-17,562.79,569.71,562.35,567.15,562.81,49008709.0,2025-03-17,563,O:SPY250317C00563000,2.09,6.67,1.49,3.73,73857,2.4836,O:SPY250317P00563000,2.39,2.56,0.01,0.01,356333,0.8005,564,O:SPY250317C00564000,1.58,5.7,1.0,2.83,198469,1.8653,O:SPY250317P00564000,2.92,3.11,0.01,0.01,382826,1.0602,565,O:SPY250317C00565000,1.18,4.74,0.61,1.81,385323,1.4947,O:SPY250317P00565000,3.51,3.69,0.01,0.01,394435,1.1112,566,O:SPY250317C00566000,0.86,3.74,0.35,0.73,348849,1.2004,O:SPY250317P00566000,4.25,4.35,0.01,0.02,251769,1.001,562,O:SPY250317C00562000,2.64,7.69,2.08,4.79,31152,3.4979,O:SPY250317P00562000,1.92,2.1,0.01,0.01,248010,0.6487,561,O:SPY250317C00561000,3.18,8.63,2.75,5.85,10263,4.6321,O:SPY250317P00561000,1.56,1.69,0.01,0.01,143133,0.465
2025-03-18,564.8,565.02,559.06,561.02,567.15,64791422.0,2025-03-18,567,O:SPY250318C00567000,1.16,1.23,0.01,0.01,157974,0.2805,O:SPY250318P00567000,3.32,8.0,3.24,5.6,5312,5.2716,568,O:SPY250318C00568000,0.87,0.91,0.01,0.01,105118,0.1966,O:SPY250318P00568000,3.94,8.87,3.94,6.68,5069,6.1652,569,O:SPY250318C00569000,0.62,0.65,0.01,0.01,107779,0.1369,O:SPY250318P00569000,4.79,9.73,4.79,7.59,2347,6.9373,570,O:SPY250318C00570000,0.44,0.44,0.01,0.01,97756,0.1066,O:SPY250318P00570000,5.53,10.9,5.53,8.59,1492,8.4438,566,O:SPY250318C00566000,1.53,1.64,0.01,0.01,162073,0.3157,O:SPY250318P00566000,2.71,7.06,2.64,4.69,8483,4.6097,565,O:SPY250318C00565000,2.04,2.12,0.01,0.01,306645,0.4829,O:SPY250318P00565000,2.21,6.1,2.15,3.68,32991,3.8126
