date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,minus_3_strike,minus_2_strike,minus_1_strike,atm_strike,plus_1_strike,plus_2_strike,plus_3_strike,plus_4_strike,plus_5_strike,minus_3_call_ticker,minus_2_call_ticker,minus_1_call_ticker,atm_call_ticker,plus_1_call_ticker,plus_2_call_ticker,plus_3_call_ticker,plus_4_call_ticker,plus_5_call_ticker,minus_3_call_open,minus_2_call_open,minus_1_call_open,atm_call_open,plus_1_call_open,plus_2_call_open,plus_3_call_open,plus_4_call_open,plus_5_call_open,minus_3_call_high,minus_2_call_high,minus_1_call_high,atm_call_high,plus_1_call_high,plus_2_call_high,plus_3_call_high,plus_4_call_high,plus_5_call_high,minus_3_call_low,minus_2_call_low,minus_1_call_low,atm_call_low,plus_1_call_low,plus_2_call_low,plus_3_call_low,plus_4_call_low,plus_5_call_low,minus_3_call_close,minus_2_call_close,minus_1_call_close,atm_call_close,plus_1_call_close,plus_2_call_close,plus_3_call_close,plus_4_call_close,plus_5_call_close,minus_3_call_volume,minus_2_call_volume,minus_1_call_volume,atm_call_volume,plus_1_call_volume,plus_2_call_volume,plus_3_call_volume,plus_4_call_volume,plus_5_call_volume,minus_3_call_vwap,minus_2_call_vwap,minus_1_call_vwap,atm_call_vwap,plus_1_call_vwap,plus_2_call_vwap,plus_3_call_vwap,plus_4_call_vwap,plus_5_call_vwap,minus_3_call_prev_open,minus_2_call_prev_open,minus_1_call_prev_open,atm_call_prev_open,plus_1_call_prev_open,plus_2_call_prev_open,plus_3_call_prev_open,plus_4_call_prev_open,plus_5_call_prev_open,minus_3_call_prev_close,minus_2_call_prev_close,minus_1_call_prev_close,atm_call_prev_close,plus_1_call_prev_close,plus_2_call_prev_close,plus_3_call_prev_close,plus_4_call_prev_close,plus_5_call_prev_close,minus_3_call_prev_volume,minus_2_call_prev_volume,minus_1_call_prev_volume,atm_call_prev_volume,plus_1_call_prev_volume,plus_2_call_prev_volume,plus_3_call_prev_volume,plus_4_call_prev_volume,plus_5_call_prev_volume,minus_3_call_prev_vwap,minus_2_call_prev_vwap,minus_1_call_prev_vwap,atm_call_prev_vwap,plus_1_call_prev_vwap,plus_2_call_prev_vwap,plus_3_call_prev_vwap,plus_4_call_prev_vwap,plus_5_call_prev_vwap,minus_3_put_ticker,minus_2_put_ticker,minus_1_put_ticker,atm_put_ticker,plus_1_put_ticker,plus_2_put_ticker,plus_3_put_ticker,plus_4_put_ticker,plus_5_put_ticker,minus_3_put_open,minus_2_put_open,minus_1_put_open,atm_put_open,plus_1_put_open,plus_2_put_open,plus_3_put_open,plus_4_put_open,plus_5_put_open,minus_3_put_high,minus_2_put_high,minus_1_put_high,atm_put_high,plus_1_put_high,plus_2_put_high,plus_3_put_high,plus_4_put_high,plus_5_put_high,minus_3_put_low,minus_2_put_low,minus_1_put_low,atm_put_low,plus_1_put_low,plus_2_put_low,plus_3_put_low,plus_4_put_low,plus_5_put_low,minus_3_put_close,minus_2_put_close,minus_1_put_close,atm_put_close,plus_1_put_close,plus_2_put_close,plus_3_put_close,plus_4_put_close,plus_5_put_close,minus_3_put_volume,minus_2_put_volume,minus_1_put_volume,atm_put_volume,plus_1_put_volume,plus_2_put_volume,plus_3_put_volume,plus_4_put_volume,plus_5_put_volume,minus_3_put_vwap,minus_2_put_vwap,minus_1_put_vwap,atm_put_vwap,plus_1_put_vwap,plus_2_put_vwap,plus_3_put_vwap,plus_4_put_vwap,plus_5_put_vwap,minus_3_put_prev_open,minus_2_put_prev_open,minus_1_put_prev_open,atm_put_prev_open,plus_1_put_prev_open,plus_2_put_prev_open,plus_3_put_prev_open,plus_4_put_prev_open,plus_5_put_prev_open,minus_3_put_prev_close,minus_2_put_prev_close,minus_1_put_prev_close,atm_put_prev_close,plus_1_put_prev_close,plus_2_put_prev_close,plus_3_put_prev_close,plus_4_put_prev_close,plus_5_put_prev_close,minus_3_put_prev_volume,minus_2_put_prev_volume,minus_1_put_prev_volume,atm_put_prev_volume,plus_1_put_prev_volume,plus_2_put_prev_volume,plus_3_put_prev_volume,plus_4_put_prev_volume,plus_5_put_prev_volume,minus_3_put_prev_vwap,minus_2_put_prev_vwap,minus_1_put_prev_vwap,atm_put_prev_vwap,plus_1_put_prev_vwap,plus_2_put_prev_vwap,plus_3_put_prev_vwap,plus_4_put_prev_vwap,plus_5_put_prev_vwap
2024-08-12,534.21,535.73,530.95,533.27,532.99,42541669.0,2024-08-12,527,529,531,533,535,537,539,541,543,O:SPY240812C00527000,O:SPY240812C00529000,O:SPY240812C00531000,O:SPY240812C00533000,O:SPY240812C00535000,O:SPY240812C00537000,O:SPY240812C00539000,O:SPY240812C00541000,O:SPY240812C00543000,7.29,5.64,3.94,2.45,1.28,0.62,0.16,0.04,0.02,8.7,6.78,4.94,3.25,1.77,0.73,0.22,0.06,0.05,4.7,2.95,1.01,0.1,0.01,0.01,0.01,0.01,0.01,6.23,4.13,2.12,0.27,0.01,0.01,0.01,0.01,0.01,653,4791,31735,265188,343230,162361.0,71762.0,44518.0,5647.0,6.561,4.179,2.5193,1.1747,0.7807,0.2876,0.0754,0.0332,0.0113,5.71,4.43,3.29,2.3,1.6,0.99,0.5,0.29,0.15,6.58,4.94,3.53,2.31,1.33,0.66,0.27,0.09,0.03,1223,7685,39084,73518,59774.0,27366.0,15911.0,13258.0,6798.0,6.0777,4.5648,3.3938,2.4204,1.5609,0.8806,0.4194,0.2315,0.1077,O:SPY240812P00527000,O:SPY240812P00529000,O:SPY240812P00531000,O:SPY240812P00533000,O:SPY240812P00535000,O:SPY240812P00537000,O:SPY240812P00539000,O:SPY240812P00541000,O:SPY240812P00543000,0.21,0.4,0.71,1.22,2.0,3.33,4.91,6.96,8.94,0.65,1.13,1.89,3.0,4.45,5.9,8.0,9.59,10.35,0.01,0.01,0.01,0.09,1.04,2.04,3.65,5.49,7.64,0.01,0.01,0.01,0.18,1.93,4.18,6.83,8.27,10.15,107111,126512,217595,278660,164469,5431.0,1401.0,598.0,57.0,0.175,0.355,0.6623,1.1268,1.5677,3.4176,5.105,6.764,9.377,2.74,3.56,4.39,5.48,6.69,8.77,9.7,11.47,13.25,0.71,1.08,1.65,2.39,3.43,4.78,5.88,7.9,10.44,25865,39280,42995,33349,16456.0,898.0,277.0,222.0,110.0,1.3913,2.5736,2.5788,2.7236,3.802,5.9842,6.565,8.9829,11.0838
2024-08-13,536.53,542.28,536.28,542.04,533.27,52333073.0,2024-08-13,527,529,531,533,535,537,539,541,543,O:SPY240813C00527000,O:SPY240813C00529000,O:SPY240813C00531000,O:SPY240813C00533000,O:SPY240813C00535000,O:SPY240813C00537000,O:SPY240813C00539000,O:SPY240813C00541000,O:SPY240813C00543000,9.85,7.8,5.96,4.44,2.69,1.61,0.72,0.17,0.04,14.95,12.96,11.12,9.2,7.16,5.18,3.25,1.3,0.32,9.63,7.51,5.71,4.0,2.41,1.19,0.44,0.11,0.01,14.95,12.96,10.95,8.95,7.1,4.95,2.88,0.95,0.01,517,414,1401,4862,16318,102541.0,215627.0,289139.0,200874.0,12.2306,10.0455,8.6554,5.5207,3.8323,2.0208,1.0905,0.5962,0.0933,7.98,6.5,5.0,3.62,2.42,1.48,0.81,0.37,0.14,6.77,5.09,3.87,2.58,1.59,0.79,0.29,0.09,0.02,795,927,9317,64570,72881.0,39271.0,18213.0,23832.0,7240.0,6.627,5.3619,3.8009,2.6882,1.8905,1.0307,0.5415,0.1535,0.071,O:SPY240813P00527000,O:SPY240813P00529000,O:SPY240813P00531000,O:SPY240813P00533000,O:SPY240813P00535000,O:SPY240813P00537000,O:SPY240813P00539000,O:SPY240813P00541000,O:SPY240813P00543000,0.09,0.21,0.36,0.62,1.07,1.9,2.9,4.54,6.56,0.13,0.23,0.42,0.74,1.22,2.04,3.18,4.74,6.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,1.18,30908,35184,54563,97243,174799,252178.0,193200.0,158204.0,6491.0,0.0796,0.0883,0.1571,0.328,0.4947,0.8763,0.7386,0.8294,2.527,0.79,1.18,1.67,2.32,3.16,4.26,5.52,7.37,10.01,0.75,1.14,1.7,2.45,3.41,4.83,6.1,8.01,10.82,20786,25478,41174,62537,40050.0,1556.0,458.0,313.0,32.0,0.9174,1.3907,1.981,2.6354,2.9809,4.243,5.8357,8.1762,9.5491
2024-08-14,542.85,544.96,540.12,543.75,542.04,42428929.0,2024-08-14,536,538,540,542,544,546,548,550,552,O:SPY240814C00536000,O:SPY240814C00538000,O:SPY240814C00540000,O:SPY240814C00542000,O:SPY240814C00544000,O:SPY240814C00546000,O:SPY240814C00548000,O:SPY240814C00550000,O:SPY240814C00552000,7.06,5.3,3.74,2.32,1.26,0.59,0.23,0.1,0.05,8.8,6.86,5.05,3.2,1.64,0.72,0.31,0.12,0.05,4.71,3.1,1.75,0.83,0.1,0.01,0.01,0.01,0.01,8.46,6.6,4.51,2.68,0.67,0.01,0.01,0.01,0.01,962,3770,32345,191291,422152,189176.0,100884.0,66700.0,13224.0,6.6353,4.5555,2.9771,1.5995,0.6523,0.2413,0.0861,0.0428,0.0229,3.66,2.71,1.63,0.98,0.49,0.2,0.07,0.01,0.02,6.82,5.3,3.83,2.64,1.59,0.81,0.36,0.13,0.05,4963,27431,54235,44178,20522.0,31801.0,32720.0,27403.0,3183.0,4.588,3.255,2.6535,2.1408,1.0998,0.512,0.2286,0.101,0.0499,O:SPY240814P00536000,O:SPY240814P00538000,O:SPY240814P00540000,O:SPY240814P00542000,O:SPY240814P00544000,O:SPY240814P00546000,O:SPY240814P00548000,O:SPY240814P00550000,O:SPY240814P00552000,0.26,0.48,0.86,1.47,2.42,3.72,5.43,7.36,9.49,0.5,0.9,1.66,2.7,4.17,5.88,7.1,8.32,11.67,0.01,0.01,0.01,0.01,0.03,1.3,3.3,5.2,7.81,0.01,0.01,0.01,0.01,0.03,1.35,3.79,5.35,8.0,71404,130395,238020,288810,129111,25467.0,3540.0,713.0,110.0,0.1633,0.3675,0.6355,0.9129,1.0883,2.8323,4.3868,6.0872,10.7077,3.02,3.95,4.98,6.11,7.2,9.03,10.8,13.3,12.67,0.87,1.3,1.89,2.7,3.6,4.74,6.33,7.92,10.06,42013,43689,60390,13048,10986.0,448.0,252.0,93.0,111.0,1.8496,2.3099,2.5118,3.1886,6.9036,6.4487,7.2231,10.3635,11.3723
2024-08-15,549.5,553.36,548.88,553.07,543.75,60821612.0,2024-08-15,538,540,542,544,546,548,550,552,554,O:SPY240815C00538000,O:SPY240815C00540000,O:SPY240815C00542000,O:SPY240815C00544000,O:SPY240815C00546000,O:SPY240815C00548000,O:SPY240815C00550000,O:SPY240815C00552000,O:SPY240815C00554000,11.75,9.59,7.75,5.52,3.81,2.36,1.2,0.44,0.11,15.41,13.39,11.32,9.24,7.37,5.26,3.33,1.49,0.3,11.0,9.06,6.77,5.09,3.36,1.95,0.84,0.28,0.01,14.39,12.96,10.95,8.8,6.99,4.86,2.7,0.62,0.01,336,1010,1694,4497,5685,20146.0,189402.0,395573.0,266089.0,13.0073,10.88,8.9967,6.5915,4.7358,2.8823,1.4481,0.7439,0.1203,6.19,4.66,3.33,2.21,1.34,0.72,0.4,0.21,0.1,7.08,5.35,3.74,2.37,1.28,0.55,0.18,0.05,0.02,1042,4510,38642,123579,31674.0,27632.0,35186.0,5701.0,5191.0,5.6514,4.1976,2.7766,1.8652,1.0452,0.5156,0.2059,0.0866,0.0462,O:SPY240815P00538000,O:SPY240815P00540000,O:SPY240815P00542000,O:SPY240815P00544000,O:SPY240815P00546000,O:SPY240815P00548000,O:SPY240815P00550000,O:SPY240815P00552000,O:SPY240815P00554000,0.04,0.06,0.1,0.2,0.42,0.84,1.55,2.8,4.25,0.05,0.08,0.14,0.27,0.55,1.07,2.0,3.34,5.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.04,1.35,7799,34552,28928,49191,101753,188749.0,354880.0,279067.0,18700.0,0.0278,0.0462,0.0787,0.1268,0.2376,0.4853,0.5534,0.5724,1.5621,1.24,1.73,2.36,3.33,4.25,6.75,7.44,11.17,10.22,0.39,0.65,1.05,1.66,2.56,3.89,5.47,9.15,10.34,32917,58971,54541,30990,2342.0,662.0,21424.0,22.0,93.0,0.9685,1.3469,1.939,2.3784,3.6971,4.8654,6.8125,8.3955,10.9314
2024-08-16,551.42,555.02,551.26,554.31,553.07,44402728.0,2024-08-16,547,549,551,553,555,557,559,561,563,O:SPY240816C00547000,O:SPY240816C00549000,O:SPY240816C00551000,O:SPY240816C00553000,O:SPY240816C00555000,O:SPY240816C00557000,O:SPY240816C00559000,O:SPY240816C00561000,O:SPY240816C00563000,5.01,3.15,1.82,1.0,0.36,0.13,0.05,0.02,0.01,7.97,6.0,4.02,2.2,0.75,0.21,0.06,0.02,0.01,4.73,3.06,1.67,0.44,0.01,0.01,0.01,0.01,0.01,7.51,5.5,3.5,1.58,0.01,0.01,0.01,0.01,0.01,2483,5845,31475,325809,466092,149793.0,18618.0,9925.0,195.0,6.3751,4.2333,2.4348,1.1878,0.3359,0.0656,0.0304,0.0109,0.01,3.97,2.78,1.61,0.89,0.45,0.18,0.09,0.05,0.04,6.1,4.34,2.75,1.54,0.74,0.3,0.14,0.05,0.03,5438,14828,45610,108300,124042.0,27398.0,12786.0,4040.0,6856.0,4.7773,3.0962,2.2153,1.477,0.6861,0.3119,0.1291,0.0724,0.0475,O:SPY240816P00547000,O:SPY240816P00549000,O:SPY240816P00551000,O:SPY240816P00553000,O:SPY240816P00555000,O:SPY240816P00557000,O:SPY240816P00559000,O:SPY240816P00561000,O:SPY240816P00563000,0.33,0.66,1.29,2.54,3.66,5.4,7.54,8.03,11.05,0.4,0.79,1.5,2.63,4.0,5.57,7.79,9.12,11.05,0.01,0.01,0.01,0.01,0.43,2.18,4.16,6.5,8.39,0.01,0.01,0.01,0.01,0.5,2.65,4.79,6.73,9.2,89392,122986,194378,310162,92282,8722.0,401.0,9.0,9.0,0.1675,0.2675,0.4942,0.6044,1.1539,3.2287,5.433,7.6789,9.2344,1.29,1.97,2.83,3.97,5.59,7.67,9.5,11.0,13.58,0.36,0.6,1.04,1.8,3.0,4.52,6.19,8.17,10.17,38044,75208,86998,42096,7390.0,794.0,347.0,14339.0,11286.0,0.7834,1.1629,1.6077,1.9116,3.3913,4.6178,7.3119,8.3773,10.2098
2024-08-19,554.73,559.61,553.86,559.61,554.31,38721793.0,2024-08-19,548,550,552,554,556,558,560,562,564,O:SPY240819C00548000,O:SPY240819C00550000,O:SPY240819C00552000,O:SPY240819C00554000,O:SPY240819C00556000,O:SPY240819C00558000,O:SPY240819C00560000,,,7.02,5.02,3.19,1.77,0.66,0.18,0.04,,,11.89,9.68,7.35,5.5,3.53,1.63,0.07,,,6.2,4.16,2.36,1.04,0.31,0.07,0.01,,,11.02,8.97,6.86,4.89,2.95,0.97,0.01,,,684,2663,21976,54771,317302,362451.0,194891.0,,,9.5628,6.7044,3.2449,1.8883,0.9171,0.328,0.0341,,,4.72,3.3,1.97,1.13,0.58,0.27,0.12,,,6.77,4.81,3.15,1.73,0.71,0.22,0.06,,,542,6131,50622,100868,52605.0,22042.0,33668.0,,,5.9593,4.08,2.561,1.611,0.7989,0.2925,0.0932,,,O:SPY240819P00548000,O:SPY240819P00550000,O:SPY240819P00552000,O:SPY240819P00554000,O:SPY240819P00556000,O:SPY240819P00558000,O:SPY240819P00560000,,,0.1,0.21,0.44,0.93,1.83,3.34,5.2,,,0.11,0.23,0.55,1.17,2.43,4.07,5.99,,,0.01,0.01,0.01,0.01,0.01,0.01,0.54,,,0.01,0.01,0.01,0.01,0.01,0.01,1.05,,,15377,52500,96241,232937,248694,157433.0,8834.0,,,0.0552,0.0966,0.2279,0.4759,0.5252,0.5177,1.9868,,,0.99,1.65,2.3,3.33,5.06,6.44,7.9,,,0.16,0.28,0.56,1.13,2.11,3.55,5.41,,,20797,58765,60975,65896,5139.0,1115.0,267.0,,,0.4597,0.7422,1.2934,1.5396,2.5148,4.032,6.1943,,
2024-08-20,559.15,560.84,557.325,558.7,559.61,33732264.0,2024-08-20,554,556,558,560,562,564,566,568,570,O:SPY240820C00554000,O:SPY240820C00556000,O:SPY240820C00558000,O:SPY240820C00560000,O:SPY240820C00562000,O:SPY240820C00564000,O:SPY240820C00566000,O:SPY240820C00568000,O:SPY240820C00570000,5.24,3.39,1.97,0.68,0.16,0.04,0.02,0.01,0.01,6.91,4.98,3.18,1.61,0.54,0.12,0.03,0.01,0.02,3.54,1.78,0.46,0.01,0.01,0.01,0.01,0.01,0.01,4.88,2.98,1.01,0.01,0.01,0.01,0.01,0.01,0.01,13847,7734,158696,566780,221420,53598.0,4540.0,2216.0,1183.0,4.8338,2.9771,1.2173,0.5154,0.1598,0.0525,0.0151,0.01,0.01,2.29,1.25,0.56,0.24,,,,,0.01,5.27,3.36,1.82,0.74,,,,,0.01,25831,71506,84414,112974,,,,,3843.0,2.4267,1.6169,1.1709,0.4589,,,,,0.0101,O:SPY240820P00554000,O:SPY240820P00556000,O:SPY240820P00558000,O:SPY240820P00560000,O:SPY240820P00562000,O:SPY240820P00564000,O:SPY240820P00566000,O:SPY240820P00568000,O:SPY240820P00570000,0.18,0.36,0.74,1.55,3.02,4.55,6.41,9.61,9.93,0.23,0.53,1.28,2.79,4.63,6.39,8.13,9.77,12.14,0.01,0.01,0.01,0.76,1.71,3.32,5.4,9.61,9.93,0.01,0.01,0.01,0.92,3.15,5.15,6.62,9.77,11.25,64779,143980,440607,155707,5432,593.0,35.0,2.0,43.0,0.0936,0.2612,0.6193,1.3226,2.5648,4.807,6.6374,9.69,10.2414,1.34,2.47,3.73,5.64,,,,,14.77,0.19,0.38,0.79,1.71,,,,,10.8,61040,59507,47951,10118,,,,,57.0,0.8044,1.106,1.2915,2.2819,,,,,12.0014
2024-08-21,559.77,562.11,554.73,560.62,558.7,41491400.0,2024-08-21,553,555,557,559,561,563,565,567,569,O:SPY240821C00553000,O:SPY240821C00555000,O:SPY240821C00557000,O:SPY240821C00559000,O:SPY240821C00561000,O:SPY240821C00563000,O:SPY240821C00565000,O:SPY240821C00567000,O:SPY240821C00569000,7.01,4.84,3.29,1.9,0.84,0.23,0.04,0.02,0.01,9.02,7.11,5.15,3.38,1.77,0.65,0.14,0.02,0.02,5.19,3.33,1.78,0.65,0.01,0.01,0.01,0.01,0.01,7.73,5.75,3.65,1.65,0.02,0.01,0.01,0.01,0.01,719,2429,9240,165913,529737,217682.0,157749.0,9802.0,1158.0,7.1415,5.0316,3.101,1.4855,0.5878,0.1942,0.0483,0.0125,0.0102,6.72,4.77,3.25,1.99,0.96,0.37,0.12,0.05,0.02,6.15,4.58,2.81,1.6,0.69,0.21,0.05,0.01,0.01,457,2259,6857,89220,53663.0,28599.0,74429.0,3553.0,807.0,6.2246,4.8144,2.9096,1.6854,0.9391,0.3538,0.1326,0.0455,0.0191,O:SPY240821P00553000,O:SPY240821P00555000,O:SPY240821P00557000,O:SPY240821P00559000,O:SPY240821P00561000,O:SPY240821P00563000,O:SPY240821P00565000,O:SPY240821P00567000,O:SPY240821P00569000,0.13,0.27,0.57,1.15,2.05,3.55,5.5,7.48,8.58,0.18,0.4,0.81,1.86,3.16,5.01,6.85,8.35,8.58,0.01,0.01,0.01,0.01,0.14,1.5,3.08,5.0,8.58,0.01,0.01,0.01,0.01,0.33,2.18,4.2,7.1,8.58,38073,89101,184368,375014,147495,6182.0,1340.0,376.0,4.0,0.0813,0.173,0.34,0.6616,1.0719,2.6235,4.8176,5.7809,8.58,0.37,0.62,1.01,1.7,2.67,3.85,5.96,7.46,10.21,0.22,0.41,0.77,1.45,2.57,4.1,6.2,8.28,10.11,20077,44187,47096,79917,6075.0,1400.0,872.0,56.0,8.0,0.3688,0.6046,1.1178,1.7623,2.5648,4.2097,5.8709,8.3671,10.2625
2024-08-22,562.56,563.18,554.98,556.22,560.62,55935456.0,2024-08-22,555,557,559,561,563,565,567,569,571,O:SPY240822C00555000,O:SPY240822C00557000,O:SPY240822C00559000,O:SPY240822C00561000,O:SPY240822C00563000,O:SPY240822C00565000,O:SPY240822C00567000,O:SPY240822C00569000,O:SPY240822C00571000,7.59,5.54,3.8,2.29,1.0,0.29,0.05,0.01,0.01,8.08,6.25,4.37,2.75,1.41,0.51,0.1,0.02,0.01,0.31,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.61,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,38982,213790,241118,274341,310380,224921.0,37809.0,9041.0,638.0,1.6895,0.6664,0.697,0.6912,0.4878,0.1819,0.0431,0.0115,0.01,5.59,3.86,2.64,1.54,0.75,0.3,0.09,0.03,0.02,6.05,4.38,2.69,1.46,0.61,0.16,0.04,0.02,0.01,1266,2959,48098,102355,55668.0,58648.0,47628.0,6885.0,1084.0,5.5583,3.9529,2.4344,1.5635,0.7639,0.2948,0.1173,0.0375,0.0176,O:SPY240822P00555000,O:SPY240822P00557000,O:SPY240822P00559000,O:SPY240822P00561000,O:SPY240822P00563000,O:SPY240822P00565000,O:SPY240822P00567000,O:SPY240822P00569000,O:SPY240822P00571000,0.06,0.13,0.32,0.72,1.54,2.91,4.6,6.81,8.49,0.92,2.1,4.0,5.85,7.87,9.86,10.79,11.28,9.27,0.01,0.09,0.24,0.57,1.22,2.47,4.0,6.59,8.19,0.01,0.56,2.49,4.46,6.48,9.86,10.77,11.28,9.27,277907,301476,208867,137710,44673,3646.0,356.0,128.0,12.0,0.3105,0.7255,0.9864,1.2752,1.8794,4.6957,5.4052,7.0505,8.4858,0.75,1.17,1.86,2.73,3.92,5.47,7.14,9.4,11.3,0.25,0.52,0.97,1.75,2.86,4.48,6.8,8.94,11.3,42142,43132,91935,33840,3727.0,930.0,416.0,10.0,2.0,0.5324,0.921,1.5124,2.0805,3.2618,4.8692,6.6564,8.873,11.3
2024-08-23,559.53,563.09,557.29,562.13,556.22,50639393.0,2024-08-23,550,552,554,556,558,560,562,564,566,O:SPY240823C00550000,O:SPY240823C00552000,O:SPY240823C00554000,O:SPY240823C00556000,O:SPY240823C00558000,O:SPY240823C00560000,O:SPY240823C00562000,O:SPY240823C00564000,O:SPY240823C00566000,9.62,7.69,5.82,4.43,3.02,1.95,1.06,0.46,0.18,13.05,11.02,9.11,7.32,5.45,3.77,2.34,1.22,0.5,7.55,5.5,3.69,2.2,0.96,0.33,0.07,0.01,0.01,12.19,10.11,8.02,5.9,3.9,1.9,0.12,0.01,0.01,1591,855,2914,15053,45867,315975.0,423425.0,270223.0,134634.0,10.7476,8.0431,6.2557,4.2394,2.4713,1.4381,0.7768,0.353,0.1635,12.85,11.24,9.07,7.79,5.73,4.3,2.96,1.87,1.01,7.2,5.36,4.06,2.82,1.8,1.01,0.5,0.19,0.06,2732,908,3743,55228,57659.0,141734.0,93806.0,51393.0,46564.0,8.9724,6.5812,4.5603,2.8379,2.4038,1.8779,1.522,0.8852,0.4177,O:SPY240823P00550000,O:SPY240823P00552000,O:SPY240823P00554000,O:SPY240823P00556000,O:SPY240823P00558000,O:SPY240823P00560000,O:SPY240823P00562000,O:SPY240823P00564000,O:SPY240823P00566000,0.13,0.25,0.47,0.91,1.5,2.39,3.44,4.87,7.19,0.17,0.34,0.64,1.13,1.85,3.02,4.77,6.59,8.4,0.01,0.01,0.01,0.01,0.01,0.01,0.08,1.4,3.42,0.01,0.01,0.01,0.01,0.01,1.63,0.15,1.68,3.98,82372,57478,118171,158249,264510,366258.0,124929.0,8617.0,1362.0,0.0864,0.137,0.2482,0.3873,0.7086,0.937,1.421,3.3668,4.923,0.16,0.25,0.39,0.64,1.0,1.51,2.2,3.23,4.44,0.44,0.79,1.33,2.09,3.05,4.3,5.67,8.76,10.51,54859,32899,39947,72966,62914.0,62411.0,33036.0,3727.0,751.0,0.4408,0.8146,1.3597,2.0767,2.3029,2.6881,2.7494,4.9444,5.3962
2024-08-26,563.18,563.91,559.05,560.79,562.13,35764609.0,2024-08-26,556,558,560,562,564,566,568,570,572,O:SPY240826C00556000,O:SPY240826C00558000,O:SPY240826C00560000,O:SPY240826C00562000,O:SPY240826C00564000,O:SPY240826C00566000,O:SPY240826C00568000,O:SPY240826C00570000,O:SPY240826C00572000,7.25,5.4,3.43,1.94,0.83,0.22,0.04,0.02,0.01,7.87,6.0,4.13,2.46,1.16,0.38,0.08,0.02,0.01,3.18,1.5,0.21,0.01,0.01,0.01,0.01,0.01,0.01,4.23,2.26,0.21,0.01,0.01,0.01,0.01,0.01,0.01,1637,9570,223141,383011,294879,110210.0,21279.0,15555.0,4516.0,4.8312,2.7129,0.9897,0.4794,0.3751,0.1435,0.0372,0.0132,0.01,4.94,3.54,2.54,1.58,0.91,0.42,0.16,0.06,0.02,6.33,4.35,2.75,1.35,0.58,0.17,0.04,0.01,0.01,2563,12402,95223,104602,49844.0,40330.0,28419.0,38699.0,2897.0,5.056,3.3214,2.1791,1.5214,0.8205,0.3327,0.1609,0.0774,0.0283,O:SPY240826P00556000,O:SPY240826P00558000,O:SPY240826P00560000,O:SPY240826P00562000,O:SPY240826P00564000,O:SPY240826P00566000,O:SPY240826P00568000,O:SPY240826P00570000,O:SPY240826P00572000,0.06,0.15,0.36,0.76,1.58,3.11,4.72,6.75,9.08,0.25,0.57,1.31,2.95,4.87,6.86,8.52,10.66,11.52,0.01,0.01,0.03,0.56,1.25,2.49,4.35,6.17,8.7,0.01,0.01,0.08,1.82,3.84,5.94,7.81,9.76,11.52,46335,183676,511691,201064,29637,4656.0,217.0,290.0,70.0,0.0874,0.2338,0.619,1.1861,2.0081,4.319,5.8371,8.0544,9.9544,1.43,2.09,2.92,4.08,5.49,6.97,8.55,10.65,12.25,0.18,0.37,0.74,1.4,2.59,4.06,6.0,8.1,10.19,43269,80894,114926,38002,2907.0,1267.0,121.0,242.0,129.0,0.8254,1.3158,1.7675,2.19,3.4817,4.5867,6.6182,9.2755,10.4326
